run_id,seed,experiment_name,last_round,last_miou,best_miou,overfit_mean,overfit_max,overfit_last,corr_overfit_round,corr_overfit_to_next_delta_pearson,corr_overfit_to_next_delta_spearman
run_src_full_model_with_baselines_seed42,42,baseline_random,15,0.7561446226627333,0.7561446226627333,0.3609397814111194,1.371489964761262,0.6947675892777794,0.6339693148763917,-0.28291561955178396,-0.1713289344789549
run_src_full_model_with_baselines_seed42,42,baseline_entropy,15,0.7579638402437794,0.7611028938782383,0.4754256653280855,1.149449604531102,0.8801375566604726,0.8433150681825504,-0.5732823814536375,-0.5434546742904888
run_src_full_model_with_baselines_seed42,42,baseline_bald,15,0.7685325165278528,0.7685325165278528,0.5447459118532668,1.188305412252367,1.1559840193705062,0.832381432766871,-0.6101238771795121,-0.7483516644524486
run_src_full_model_with_baselines_seed42,42,baseline_coreset,15,0.7421316659390875,0.749786555308535,0.4613754023239263,1.4043065680378548,0.5156470993424687,0.5962083850086538,-0.45733302397990094,-0.47558491355512394
run_src_full_model_with_baselines_seed42,42,baseline_wang_style,15,0.7583528231262386,0.7600765610412746,0.45563302732960537,0.8496584607622774,0.5594430806260058,0.7219840598429759,-0.6213373488606444,-0.5632566664711138
run_src_full_model_with_baselines_seed42,42,baseline_dial_style,15,0.7674848041991322,0.7674848041991322,0.54334410311248,1.1918217424300495,0.7496321464853477,0.7879314323411267,-0.41256607401871,-0.24835164835164836
run_src_full_model_with_baselines_seed42,42,baseline_llm_rs,15,0.750344193755921,0.7564010543621804,0.4426433324551365,1.207145996064757,0.23802468460051399,0.6063950523510669,-0.7115561881090409,-0.4200259283267216
run_src_full_model_with_baselines_seed42,42,baseline_llm_us,15,0.7658174692772918,0.7658174692772918,0.531726734651387,1.2621967198509694,1.1223485840151444,0.8183978574107676,-0.4920405608102645,-0.6355947910129226
run_src_full_model_with_baselines_seed42,42,full_model,15,0.7664824411518785,0.7664824411518785,0.5235746340449834,1.1592165954500255,1.1512632646451955,0.770513374249383,-0.4502055706133029,-0.5805796098849382
run_src_full_model_with_baselines_seed43,43,baseline_random,15,0.7464938659273451,0.7478678584759384,0.3889841492729667,1.2121283262239113,1.2121283262239113,0.6788143932779854,-0.12816233899713286,-0.04270741391413848
