experiment_name,n_rounds,last_round,last_miou,best_miou,lambda_mean,lambda_last,overfit_risk_mean,tvc_neg_rate_mean
baseline_entropy,15,15,0.7599086449027572,0.7600153852637386,,,0.3758424368981986,
full_model_A_lambda_policy,15,15,0.759875048562937,0.7627832500208256,0.1892857142857143,0.2,0.5191253681671344,
baseline_bald,15,15,0.7589931616573675,0.7649355683769756,,,0.4340619784969956,
baseline_wang_style,15,15,0.7581073777029994,0.758118914477711,,,0.4729252007098267,
full_model_B_lambda_agent,15,15,0.7528199108060816,0.7611109833273366,0.20000000000000004,0.2,0.3172895975998163,
baseline_dial_style,15,15,0.7499170944019183,0.7610145882079286,,,0.5225043794556332,
baseline_coreset,15,15,0.7479154114685636,0.7479154114685636,,,0.34896510176561707,
baseline_random,15,15,0.7404725834898509,0.7456333371316288,,,0.32399755217083775,
