round,final_epoch,final_miou,final_f1,labeled_size,grad_train_val_cos_last,grad_tvc_mean_x,grad_tvc_min_x,grad_tvc_max_x,grad_tvc_last_x,grad_tvc_neg_rate_x,overfit_risk,selected_count,sampler_type,sampler_class,k_definition,decision_reason,selected_ids,u_mean,u_p75,k_mean,k_p75,avg_uncertainty,avg_knowledge_gain,lambda_controller,lambda_controller_mode,rollback_flag,miou_delta,selected_ids_count,grad_tvc_mean_y,grad_tvc_median,grad_tvc_min_y,grad_tvc_max_y,grad_tvc_last_y,grad_tvc_neg_rate_y,grad_epochs,grad_tvc_neg_rate,grad_tvc_min,grad_tvc_last,miou_gain,miou_gain_next,lambda_eff,overfit_risk_next,experiment_name
1,10,0.6447688149525062,0.7315986254123621,239,0.8574024973743932,0.8508553670529458,0.753054885694166,0.9067223293172585,0.8574024973743932,0.0,0.0,88.0,entropy,EntropySampler,coreset_to_labeled,,"[3658, 2186, 959, 354, 1487, 3266, 776, 643, 3449, 826, 3265, 1002, 2142, 825, 769, 1320, 1141, 3216, 1531, 1140, 1998, 1413, 918, 2790, 691, 3118, 1275, 3259, 646, 3339, 1136, 1186, 1276, 3493, 915, 1319, 1232, 960, 1137, 2232, 3307, 737, 1277, 868, 551, 917, 1728, 1274, 3539, 542, 3352, 1032, 644, 2444, 871, 869, 687, 1460, 1047, 641, 3538, 692, 780, 1233, 1622, 822, 735, 2229, 603, 3215, 2496, 2182, 1368, 3616, 3494, 411, 829, 748, 3537, 1917, 3351, 2268, 3707, 2801, 3612, 861, 1322, 1770]",,,,,,,,,False,,88.0,0.8508553670529458,0.8568317532480976,0.753054885694166,0.9067223293172585,0.8574024973743932,0.0,10,,,,,0.05175130978950637,,0.0,baseline_entropy
2,10,0.6965201247420125,0.7866134016391565,327,0.7449246210971717,0.8379655755898631,0.7361830371184059,0.9088224006933403,0.7449246210971717,0.0,0.0,88.0,entropy,EntropySampler,coreset_to_labeled,,"[1503, 2257, 1452, 2428, 1961, 1916, 2285, 1547, 1866, 923, 3115, 1369, 2183, 2387, 1681, 2049, 1812, 2103, 3304, 2377, 3256, 2006, 997, 815, 2004, 479, 1726, 3661, 2343, 862, 1727, 2523, 2378, 2050, 2098, 1458, 3391, 1185, 2095, 2052, 1733, 35, 2668, 1675, 2482, 2410, 1231, 2392, 462, 3176, 2300, 702, 1106, 806, 1453, 1076, 443, 3788, 765, 2143, 1724, 3125, 1064, 2094, 1856, 2057, 1012, 3750, 1678, 2013, 3481, 498, 184, 3219, 446, 857, 2041, 552, 717, 1220, 373, 2333, 1105, 1498, 2777, 1523, 3407, 967]",,,,,,,,,False,0.05175130978950637,88.0,0.8379655755898632,0.8614726133431665,0.7361830371184059,0.9088224006933403,0.7449246210971717,0.0,10,,,,0.05175130978950637,0.019701998351769445,,0.14506579325713329,baseline_entropy
3,10,0.716222123093782,0.8057331291390493,415,0.8613989282826376,0.6991814534444075,-0.09013158651426656,0.8924423152297251,0.8613989282826376,0.1,0.14506579325713329,88.0,entropy,EntropySampler,coreset_to_labeled,,"[2354, 2332, 2536, 689, 1960, 1321, 1227, 2701, 3346, 2778, 863, 733, 1878, 1229, 2316, 3114, 3613, 3533, 3727, 1601, 2370, 3161, 1873, 1826, 642, 181, 600, 42, 2464, 632, 1551, 1273, 3345, 4, 558, 508, 597, 2282, 10, 278, 3713, 1631, 454, 11, 1589, 1999, 834, 1149, 1676, 1150, 1065, 2460, 731, 2379, 2366, 1090, 1801, 1915, 3348, 1568, 3261, 2808, 1410, 456, 901, 3117, 3305, 781, 3499, 1365, 890, 2346, 2978, 2005, 468, 219, 1230, 649, 910, 732, 2550, 288, 3448, 874, 638, 2371, 367, 366]",,,,,,,,,False,0.019701998351769445,88.0,0.6991814534444075,0.8440181421054146,-0.09013158651426656,0.8924423152297251,0.8613989282826376,0.1,10,,,,0.019701998351769445,0.010724468211048666,,0.3488244392941564,baseline_entropy
4,10,0.7269465913048306,0.8155356800810576,503,0.7627076845810398,0.577768193971149,-0.29764887858831274,0.9076126308295648,0.7627076845810398,0.2,0.3488244392941564,88.0,entropy,EntropySampler,coreset_to_labeled,,"[2400, 3511, 2402, 2358, 2408, 2374, 2388, 2548, 2406, 2405, 2299, 2529, 2352, 2518, 2409, 545, 2373, 2375, 2399, 2407, 2447, 2389, 1499, 2403, 2418, 2394, 2404, 2519, 3177, 2393, 90, 934, 2223, 2111, 2475, 2302, 218, 634, 2477, 3364, 2512, 2459, 2340, 2556, 2560, 557, 2359, 2667, 2356, 2531, 2461, 946, 3455, 2351, 3671, 2537, 568, 2318, 416, 2341, 2530, 174, 2331, 2435, 2326, 2321, 996, 3433, 3164, 3378, 3400, 2315, 945, 3389, 2481, 3411, 2289, 2342, 2337, 867, 2384, 3618, 2839, 3225, 13, 3408, 1111, 33]",,,,,,,,,False,0.010724468211048666,88.0,0.577768193971149,0.7859487322953884,-0.29764887858831274,0.9076126308295648,0.7627076845810398,0.2,10,,,,0.010724468211048666,0.016276834331490186,,0.0,baseline_entropy
5,10,0.7432234256363208,0.8301861404014659,591,0.850241821116836,0.774384847880599,0.5309464810658171,0.9205206253411934,0.850241821116836,0.0,0.0,88.0,entropy,EntropySampler,coreset_to_labeled,,"[2265, 2385, 3771, 1790, 2088, 2780, 860, 3336, 3343, 546, 3526, 1911, 1109, 2888, 1234, 67, 1825, 1958, 20, 2867, 31, 1184, 845, 3650, 3292, 866, 3399, 771, 3298, 2690, 283, 602, 2139, 721, 1411, 3614, 2230, 3436, 84, 555, 1085, 2734, 3314, 1371, 503, 3495, 955, 3160, 816, 417, 873, 1013, 2424, 954, 115, 736, 3606, 3534, 1100, 1023, 1593, 99, 3571, 260, 98, 1003, 2382, 2008, 3207, 236, 595, 1455, 225, 1546, 1048, 1219, 459, 3651, 505, 1769, 3525, 774, 1553, 147, 3711, 1845, 3583, 1142]",,,,,,,,,False,0.016276834331490186,88.0,0.774384847880599,0.7936664453365416,0.5309464810658171,0.9205206253411934,0.850241821116836,0.0,10,,,,0.016276834331490186,-0.005956113674494001,,0.0,baseline_entropy
6,10,0.7372673119618268,0.825027789373815,679,0.03505321897071357,0.5929587682343264,0.03505321897071357,0.9432363755912679,0.03505321897071357,0.0,0.0,88.0,entropy,EntropySampler,coreset_to_labeled,,"[902, 1500, 864, 1145, 1086, 3580, 1640, 540, 1409, 2180, 52, 2227, 3385, 817, 2010, 408, 1828, 2723, 280, 1228, 725, 1875, 1318, 2190, 322, 1914, 3540, 998, 106, 2146, 1862, 12, 3585, 1649, 2055, 903, 1596, 14, 1181, 2188, 150, 3667, 127, 3718, 956, 1050, 3309, 2051, 2228, 2099, 1271, 1379, 1870, 680, 369, 1102, 840, 419, 2044, 1094, 1361, 522, 547, 1628, 589, 1997, 116, 3770, 1456, 2133, 2923, 1188, 3769, 1822, 3235, 3625, 3705, 364, 1325, 694, 208, 329, 3170, 318, 3602, 1786, 1004, 1965]",,,,,,,,,False,-0.005956113674494001,88.0,0.5929587682343264,0.6675821454380788,0.03505321897071357,0.9432363755912679,0.03505321897071357,0.0,10,,,,-0.005956113674494001,0.009306691772549613,,0.5795011510812895,baseline_entropy
7,10,0.7465740037343764,0.8331059969892185,767,-0.0026476869014985496,0.2872474185970629,-0.3563546152610804,0.8721989853000359,-0.0026476869014985496,0.4,0.5795011510812895,88.0,entropy,EntropySampler,coreset_to_labeled,,"[3582, 148, 3467, 2303, 3719, 1560, 821, 3500, 1635, 3382, 1095, 3752, 461, 1768, 100, 374, 1414, 1561, 2369, 316, 3354, 9, 372, 2093, 2376, 107, 140, 3313, 2231, 750, 1005, 3628, 3297, 3715, 1009, 1046, 2, 693, 3406, 1544, 3657, 2144, 2549, 3217, 3753, 3255, 3145, 1132, 1107, 727, 3782, 2267, 2534, 1688, 1957, 3174, 405, 414, 1053, 637, 1421, 510, 1367, 379, 2224, 1552, 2096, 1954, 3405, 1978, 1507, 102, 2800, 3555, 3530, 3184, 2102, 583, 586, 1832, 1468, 950, 1176, 1890, 904, 3567, 2238, 3366]",,,,,,,,,False,0.009306691772549613,88.0,0.2872474185970628,0.1301923057537065,-0.3563546152610804,0.8721989853000359,-0.0026476869014985496,0.4,10,,,,0.009306691772549613,-0.0010222901489487235,,0.1657620827426858,baseline_entropy
8,10,0.7455517135854277,0.8322159475399787,855,0.1888954131314136,0.4757132141044975,-0.1315241654853716,0.912362979832338,0.1888954131314136,0.1,0.1657620827426858,88.0,entropy,EntropySampler,coreset_to_labeled,,"[1996, 682, 134, 2782, 222, 952, 631, 173, 587, 2751, 1408, 2474, 2830, 1099, 1357, 1148, 1362, 2924, 2769, 2781, 6, 1461, 2048, 137, 1732, 2181, 2784, 3751, 999, 2752, 855, 1407, 313, 1174, 92, 3668, 3765, 2865, 3588, 3443, 3488, 541, 3723, 3381, 3159, 139, 1449, 1689, 1684, 2724, 3716, 449, 1088, 451, 739, 187, 1364, 677, 453, 1598, 3742, 1139, 2807, 474, 2234, 2552, 282, 854, 1829, 1559, 241, 1735, 3649, 3669, 3581, 1101, 1995, 497, 287, 1731, 3749, 434, 523, 970, 232, 908, 19, 2465]",,,,,,,,,False,-0.0010222901489487235,88.0,0.4757132141044975,0.5054901845371277,-0.1315241654853716,0.912362979832338,0.1888954131314136,0.1,10,,,,-0.0010222901489487235,0.004306938475711508,,0.655846770871183,baseline_entropy
9,10,0.7498586520611392,0.8360050389424782,943,0.7959819836906771,0.31096586436717377,-0.7116935417423662,0.9015519145695942,0.7959819836906771,0.3,0.655846770871183,88.0,entropy,EntropySampler,coreset_to_labeled,,"[900, 704, 830, 1390, 1153, 3131, 135, 24, 57, 2939, 457, 2046, 1434, 1290, 2658, 640, 221, 749, 2135, 3798, 3529, 1351, 989, 3223, 1490, 1152, 3772, 1196, 1923, 1687, 3445, 2011, 1018, 2177, 3315, 3696, 2631, 2179, 1333, 410, 2915, 2507, 1445, 2184, 2501, 1534, 499, 3146, 1955, 1, 2913, 1156, 1287, 766, 1831, 3541, 3627, 1019, 3396, 3183, 310, 1497, 191, 820, 177, 8, 2989, 927, 1315, 1043, 1667, 193, 3270, 2279, 1108, 1034, 3714, 1772, 1729, 3760, 1110, 1381, 686, 2583, 1382, 3535, 3759, 3570]",,,,,,,,,False,0.004306938475711508,88.0,0.31096586436717377,0.6000770864892507,-0.7116935417423662,0.9015519145695942,0.7959819836906771,0.3,10,,,,0.004306938475711508,0.007059429403944328,,0.4707614632392862,baseline_entropy
10,10,0.7569180814650835,0.8419998987726844,1031,0.254693225553064,0.39091312749927465,-0.5415229264785724,0.8374594059864713,0.254693225553064,0.2,0.4707614632392862,88.0,entropy,EntropySampler,coreset_to_labeled,,"[2362, 2344, 2425, 2328, 2427, 2327, 2309, 2395, 2306, 2338, 2422, 2269, 2339, 2420, 2956, 2345, 2272, 2336, 2325, 2421, 1258, 2273, 3739, 2310, 1629, 2308, 2311, 1239, 442, 2134, 70, 3795, 3248, 2264, 3660, 722, 740, 2293, 979, 2291, 811, 1211, 3664, 2416, 1025, 129, 265, 3484, 3205, 130, 3784, 3330, 870, 2381, 1872, 2042, 2286, 882, 413, 390, 3619, 1496, 3698, 2292, 399, 2191, 3342, 2201, 3394, 2288, 235, 1781, 3506, 2383, 32, 1595, 3722, 3794, 3375, 1541, 931, 3150, 261, 2263, 2423, 2295, 183, 3768]",,,,,,,,,False,0.007059429403944328,88.0,0.39091312749927465,0.5347808047107387,-0.5415229264785724,0.8374594059864713,0.254693225553064,0.2,10,,,,0.007059429403944328,0.0030973037986550267,,0.4695438638840612,baseline_entropy
