experiment_name,n_rounds,overfit_risk_mean,overfit_risk_max,corr_risk_miou_gain,corr_risk_miou_gain_next,corr_tvc_mean_miou_gain,corr_tvc_mean_miou_gain_next
baseline_bald,15,0.47141616612434206,1.1160533552193432,-0.3505777587573989,-0.3781646092495922,0.30733123001680496,0.4672486269012856
baseline_coreset,15,0.35135897417174833,0.9582060120161033,-0.2751009480659084,-0.2175083107570588,0.33718739964251826,0.3854357046809411
baseline_entropy,15,0.5076786297759567,1.1129470287984613,-0.1957520790709096,-0.39243761730727533,0.4765323440765249,0.4900993682171027
baseline_llm_rs,15,0.4710199325512064,1.0932138804347609,-0.6945568158481932,-0.10170844097609139,0.6049091051731837,0.36592234721731415
baseline_llm_us,15,0.4109957259082416,0.9773902809109919,-0.41007697403531607,-0.3159668018825213,0.5675256322996854,0.5990554660378993
baseline_random,15,0.2945529728204424,0.7278788183816114,-0.0027375062547721333,-0.28104477457276666,0.14492671521074124,0.2685152779986026
full_model_k_coreset_to_labeled,15,0.5013334370196401,0.9913567770541494,-0.4271569032290573,-0.4451635661987725,0.39218935718603487,0.569301708525957
