round,grad_total_norm_mean,grad_backbone_norm_mean,grad_head_norm_mean,grad_cos_consecutive_mean,grad_cos_to_mean_mean,grad_train_val_cos,grad_n_probe_batches,experiment
9,0.7204055621957745,0.564917274296057,0.40521106699933024,0.3243559200345405,0.6144198482102328,0.493714130217256,8.0,baseline_coreset
10,0.7405043232788431,0.5922041603942579,0.40482303598022984,0.36959561004286534,0.5721709737388389,0.26667060687677197,8.0,baseline_coreset
11,0.5826028287893538,0.4716573419757159,0.3189596421387555,0.34135830875219747,0.48729513647947104,0.27612153332106226,8.0,baseline_coreset
12,0.6097415130843762,0.5179700334026178,0.3033656924214568,0.3049613417990632,0.5145731309735403,0.2168662590938674,8.0,baseline_coreset
13,0.567961846293964,0.4829804970949512,0.28149670015018247,0.3578057688538527,0.5722631832251763,0.4292106818997506,8.0,baseline_coreset
14,0.579080386844459,0.45805628032241924,0.3305368569216075,0.3006815743245061,0.5238143554420144,0.3695460423885534,8.0,baseline_coreset
15,0.536175651414583,0.45357594974296667,0.2718809446696116,0.21236133307183885,0.4365566856744669,0.021758546398313587,8.0,baseline_coreset
1,1.6762940161255404,1.1778323286771255,1.1396003883727812,0.8265076106224738,0.9075837923467936,0.8733574606240818,8.0,baseline_entropy
2,1.7333612436425927,1.4175877794074487,0.9468611988280952,0.473946064417378,0.7055070204533844,0.8184897642755635,8.0,baseline_entropy
3,1.50048774740594,1.343605085593322,0.6443672321771732,0.3022014248591826,0.6020810900650844,0.7600361055597078,8.0,baseline_entropy
4,1.1907788022153998,0.9815491630031394,0.6487054214135561,0.17490308156996281,0.5476525621581885,0.7104775652922606,8.0,baseline_entropy
5,1.1620210192254221,1.0022825823530825,0.5587174206031357,0.34653012301659925,0.57486491455164,0.5876299286663775,8.0,baseline_entropy
6,1.163830235867747,1.0229740038004433,0.5306933793137383,0.21758288824263702,0.4893491521327375,0.5042939088614447,8.0,baseline_entropy
7,1.0782257341614265,0.9102521945592988,0.5531099618198165,0.3087399816024886,0.6101568598629142,0.5080540576673042,8.0,baseline_entropy
8,0.9249354590852992,0.781482443452639,0.4719358465863882,0.12390326862813521,0.4505954856185183,0.501876188065932,8.0,baseline_entropy
9,0.9259117301186424,0.7754246362000299,0.4752140364092615,0.3452050338188679,0.47643718467806584,0.3145784619386028,8.0,baseline_entropy
10,0.8295675428195761,0.6769452032493349,0.45638762433892033,0.38794463726166206,0.6134729208195486,0.3389045218444783,8.0,baseline_entropy
11,0.7480219682705671,0.642978525338307,0.36818925399370755,0.14052881259301758,0.4397416065938267,-0.07703439270989924,8.0,baseline_entropy
12,0.7649917968650803,0.6685863530436126,0.36065438690046603,0.30476910011912184,0.4775188270928393,0.0346160509793792,8.0,baseline_entropy
13,0.6713721133443704,0.5825776705109899,0.3223717620721072,0.14643090079437482,0.39289578667294894,0.02755292954699004,8.0,baseline_entropy
14,0.6745956029947415,0.5619464622108148,0.3569639423882609,0.37950334345420633,0.5238110022786477,0.36446293194070145,8.0,baseline_entropy
15,0.691854314031531,0.6127999864533059,0.31002857475443046,0.1507767154291456,0.41212792211648785,-0.004029597666757432,8.0,baseline_entropy
1,1.7014127453311567,1.197192778150208,1.1675870626120564,0.8519924564029224,0.9267240560451564,0.8874534655876838,8.0,baseline_llm_rs
2,1.3247712274570966,0.9867906441435215,0.8428158198209335,0.7378071997534958,0.8317681004368731,0.8241353065495283,8.0,baseline_llm_rs
3,0.9395882673023348,0.7745750412114314,0.5029928983521046,0.4449543233535603,0.6876802972849572,0.742087583603498,8.0,baseline_llm_rs
4,0.8344934029827439,0.6518028918091527,0.4895556695734755,0.5231248625548716,0.7221554298476621,0.8165515550556532,8.0,baseline_llm_rs
5,0.7380643242453527,0.5829669505049294,0.4183714377710978,0.6029777963338144,0.7740945049866597,0.7262189972213687,8.0,baseline_llm_rs
6,0.7475865278706071,0.6082344386389325,0.4090119022152064,0.46036682393253914,0.6635181323222458,0.6364107350710089,8.0,baseline_llm_rs
7,0.707615532567561,0.5340338416181789,0.43522255760260087,0.31480290522148985,0.6009054882133746,0.397102607629285,8.0,baseline_llm_rs
8,0.651310432529419,0.5068445420770704,0.3840930300104628,0.5352492191047433,0.6013208481122393,0.4411536391142118,8.0,baseline_llm_rs
9,0.7109311085684087,0.5483740179112587,0.4160157134878636,0.2781946365130733,0.4830262120022802,0.4182286064715649,8.0,baseline_llm_rs
10,0.6178859717580242,0.47727581144586334,0.36637131378787813,0.4708248730353383,0.5936947920207747,0.3771506982515252,8.0,baseline_llm_rs
