round,epoch,labeled_size,loss,mIoU,f1,grad_train_val_cos,grad_cos_to_mean_mean,grad_cos_consecutive_mean,grad_total_norm_mean,experiment_name
2,5,239,0.12274188573582698,0.6423935120782067,0.7281819926116434,0.7500093246936359,0.6874057198520298,0.4124773567833035,1.4913089813898897,agent_control_lambda
2,6,239,0.11141144433769129,0.6215504428135717,0.703001470733452,0.6942512946905027,0.5033508607735915,-0.11272129313781586,1.2837213036659327,agent_control_lambda
2,7,239,0.10921476882393077,0.6709433388407158,0.7603590377458992,0.7936148826270524,0.5383758038344433,0.17584540206063812,1.261688432612459,agent_control_lambda
2,8,239,0.10267195099238623,0.6691067957192603,0.7582700726508056,0.7806408108324815,0.48581190425277343,0.1626352168609698,1.098871755825679,agent_control_lambda
2,9,239,0.1011622433187598,0.6416249551444096,0.7270810569113018,0.7962698329089632,0.6915387477971235,0.29555224728421325,1.3199340231910093,agent_control_lambda
2,10,239,0.09314824814387297,0.6787493750608129,0.7684402709658483,-0.3006182409384046,0.5573451228578091,0.47565910825837937,0.8999011144498369,agent_control_lambda
3,1,327,0.3929568409551809,0.5492818893133252,0.6060896434369076,0.9380781465575667,0.9929464146073621,0.9821869424047073,4.080683862293015,agent_control_lambda
3,2,327,0.19441531598567963,0.638326367614188,0.7239462351045071,0.8594553669277964,0.903078737263235,0.761198482784922,1.7766628331522991,agent_control_lambda
3,3,327,0.15072535548681093,0.6188957549280282,0.699682027691605,0.8956471437136231,0.9126673779138753,0.8615627197501133,1.2406994309710804,agent_control_lambda
3,4,327,0.13881880215104717,0.6693038914820608,0.7583443922343498,0.8685246669010989,0.6306509069006466,0.3928098213691967,1.1329436395016719,agent_control_lambda
3,5,327,0.12255103173263279,0.683822590357207,0.7736058679109183,0.8802476358903173,0.6904945840818879,0.39923901506421683,0.8261701673830655,agent_control_lambda
3,6,327,0.11723351699334604,0.7016513042227714,0.7920653468322347,0.8471086039342347,0.8337030820182059,0.5954034048813532,0.903403229249364,agent_control_lambda
3,7,327,0.11629867608900424,0.707626369053799,0.7977594709135315,0.6555622082638791,0.3981594364256673,-0.06730729268327863,0.8807677748261736,agent_control_lambda
3,8,327,0.1130538310073776,0.7041075032149755,0.7942498261493991,0.6736622818860227,0.5562289004565556,0.21518580680279292,0.8521207889081808,agent_control_lambda
3,9,327,0.10376773061759678,0.7058762585589524,0.7956985159445028,0.746012369258693,0.67792996167471,0.5707932799284078,0.7228315694742273,agent_control_lambda
3,10,327,0.10325136224244848,0.676682789373901,0.7660360456361186,0.2840922108941669,0.32004704339037454,0.09196802870699779,0.7375565389178452,agent_control_lambda
4,1,415,0.3731667290902832,0.6019821209217129,0.6783071589218487,0.9074884985088356,0.9979166320993335,0.995801363235028,3.8343141008060386,agent_control_lambda
4,2,415,0.1927308291196823,0.6269517050299986,0.709805914720199,0.8875637651933386,0.9026033133896294,0.7762001847406086,1.8214058019082713,agent_control_lambda
4,3,415,0.1564571913874265,0.6777202880513977,0.767670039021148,0.8403108883558664,0.6200518131230166,0.10765322865820302,1.4378605993828628,agent_control_lambda
4,4,415,0.13726399961895155,0.6919821550299617,0.7819438700765626,0.793557084622311,0.8807977731505936,0.8119573373816026,1.14578151009949,agent_control_lambda
4,5,415,0.12428163201774209,0.7095391177437992,0.7993054783311101,0.6868904421540666,0.7093740742058368,0.373671675783397,0.911289511816615,agent_control_lambda
4,6,415,0.11973981425455472,0.7166295353189551,0.8061206515734918,0.8000630874823289,0.6294448763867254,0.43226722436970766,0.9290925406056966,agent_control_lambda
4,7,415,0.1163692626993633,0.6835939899777329,0.7732824449188145,0.7122265398817171,0.37179992165416054,0.3080828583233702,0.8682923570759248,agent_control_lambda
4,8,415,0.10846890219785635,0.7203086099410694,0.8094928089469628,0.8290352043904756,0.45336570334372295,0.3351860944141164,0.7853738370934025,agent_control_lambda
4,9,415,0.10416539534203058,0.6981345601189166,0.7878878841287478,0.5888138437377619,0.37268099268629573,0.198759154502995,0.726855043550589,agent_control_lambda
4,10,415,0.10304940889761285,0.7267778780242169,0.8153881725485825,-0.26716541582501074,0.4463013114697026,0.24120105599744918,0.7385239951718153,agent_control_lambda
5,1,503,0.33826035356521605,0.558234361520933,0.616057295631399,0.9491422991002434,0.9965351312011509,0.9938624969496732,3.6634212347320334,agent_control_lambda
5,2,503,0.17592083501815797,0.6905071178421607,0.7806940670727022,0.91399347074975,0.5890390381365566,0.289033453169368,1.6170182917884206,agent_control_lambda
5,3,503,0.14049310916662217,0.6708865214936137,0.7598570146421144,0.8958175181708061,0.5939257506104938,0.2716710352662553,1.1199801647555139,agent_control_lambda
5,4,503,0.13596743845939635,0.7055503150796152,0.7954912736785931,0.22706393084640264,0.5407882629677718,-0.033726607947834816,1.221694067570095,agent_control_lambda
5,5,503,0.12485657677054406,0.6811955570617227,0.7706897623630437,0.45935841737297317,0.43836516835008915,0.2594946767406942,0.9292943868305232,agent_control_lambda
5,6,503,0.11680218654870987,0.7183458579160396,0.8076255665267084,0.32334555014390126,0.21601951588403542,-0.49889089318521446,0.7956967637298694,agent_control_lambda
5,7,503,0.11188718953728675,0.7346106415282135,0.8227292700322262,0.17695742214456325,0.3333654096765696,-0.06871764655236332,0.7415824575793722,agent_control_lambda
5,8,503,0.10866465932130813,0.7356961613361538,0.8237575319656223,0.43094788702747683,0.2215283911652301,-0.28975918796806444,0.7612644882691401,agent_control_lambda
5,9,503,0.10494994822144509,0.7102840565676477,0.7998286607708407,0.2695586794421812,0.5463025788636343,0.02913172164040778,0.6901687266499134,agent_control_lambda
5,10,503,0.0987341833114624,0.734708871976808,0.8226138783580352,0.5579437534021555,0.49742543741207434,-0.019380927134014913,0.5998830139085436,agent_control_lambda
6,1,591,0.3795943577476099,0.6367123017682664,0.7220962802112464,0.9250769573673157,0.9988868501667167,0.9975883744430508,3.327147470243382,agent_control_lambda
6,2,591,0.17532215632346212,0.6605448761831076,0.7488892953524533,0.8835926140983933,0.854432765686123,0.6205560067954211,1.3769033875094903,agent_control_lambda
