experiment_name,n_rounds,last_round,last_miou,best_miou,lambda_mean,lambda_last,overfit_risk_mean,tvc_neg_rate_mean
baseline_entropy,15,15,0.7652278060258872,0.7652278060258872,,,0.5410179981737664,
full_model_B_lambda_agent,15,15,0.7602531114552183,0.7602531114552183,0.21428571428571436,0.2,0.6075345053065357,
baseline_wang_style,15,15,0.7596280559588229,0.7596280559588229,,,0.567764426891982,
full_model_A_lambda_policy,15,15,0.7596280478340435,0.761346346448901,0.17500000000000002,0.2,0.6338544013877352,
baseline_bald,15,15,0.7588099852898784,0.7588099852898784,,,0.6145417774732518,
baseline_dial_style,15,15,0.7533155068427219,0.7582160790053308,,,0.5716701964599266,
baseline_random,15,15,0.7484382818146351,0.7484382818146351,,,0.4474417881903493,
baseline_coreset,15,15,0.7448514887846527,0.7510336930044962,,,0.4768469202300379,
