experiment_name,n_rounds,overfit_risk_mean,overfit_risk_max,corr_risk_miou_gain,corr_risk_miou_gain_next,corr_tvc_mean_miou_gain,corr_tvc_mean_miou_gain_next
baseline_bald,15,0.5296730224402677,1.0461211356801134,-0.46930351873864984,-0.612249227997003,,
baseline_coreset,15,0.3796675814337371,0.9741558317001554,-0.42104462195707876,-0.10151546451087927,,
baseline_dial_style,15,0.5127525247937733,1.0295549887494593,-0.5578129124747158,-0.37047567662459746,,
baseline_entropy,15,0.42004258713411885,1.04583107541455,-0.38197690548915936,-0.5626101066191878,,
baseline_random,15,0.37626003791758506,1.054587381918345,-0.03219289062347371,-0.4369690302782314,,
baseline_wang_style,15,0.3213011234428542,0.8883547101259353,-0.4049157742439403,-0.42739963148640403,,
full_model_A_lambda_policy,15,0.40030998848091875,0.8508779673414769,-0.5432475362068314,-0.25452665416104403,,
full_model_B_lambda_agent,15,0.40520031207415336,0.9264101860215277,-0.472967287104145,-0.438692116887325,,
